revenue,year_x,revenue_growth_yoy,revenue_growth_qoq,revenue_cagr_2yr,revenue_growth_vs_industry,revenue_growth_trend,operating_margin_change_1yr,operating_margin_momentum,roe_change_1yr,roe_trend_2yr,ocf_to_ni_ratio,fcf_to_ni_ratio,quality_of_earnings,reinvestment_rate,growth_capex_pct,revenue_growth_velocity,revenue_velocity_qoq,revenue_growth_acceleration,growth_momentum_positive,growth_deceleration_warning,operating_margin_trend_1yr,operating_margin_velocity_qoq,operating_margin_acceleration,margin_momentum_positive,is_margin_expanding,revenue_growth_trend_4q,is_growth_accelerating,net_income,gross_profit,cost_of_revenue,operating_income,eps,gross_margin,net_margin,cost_efficiency,eps_to_revenue,net_income_growth_yoy,gross_profit_growth_yoy,eps_growth_yoy,gross_margin_change_1yr,net_margin_trend_1yr,is_profitability_improving,symbol,date,total_assets,total_equity,operating_margin,gross_margin_trend_2yr,operating_margin_trend_2yr,net_margin_trend_2yr,roe_decomposed,earnings_stability,operating_leverage,company,year_y,label,label_name
4500000000,1997,10.946745562130179,1.7639077340569909,11.0014800197336,0,1,0.6449046679815904,0.08038594904266638,0.19064478645822813,0.15172423756959744,3.2919847328244276,3.1622137404580153,3.2919847328244276,0.03942028985507246,50,1.5995645532280953,1.7639077340569909,-0.48331970142361147,0,1,0.6449046679815904,0.08038594904266638,-0.4249469619851105,0,0,10.897411571010297,1,524000000,4259000000,241000000,718000000,0.38,94.64444444444445,11.644444444444444,5.355555555555556,0.08444444444444445,14.41048034934498,12.463691576445735,15.151515151515138,1.2765943458251172,0.35253122945430704,1,AXP,1997-09-30,117642000000,9118000000,15.955555555555556,2.291213068026096,1.8707010908293604,1.3829742915090701,0.05746874314542663,0.14770851890618375,1.426905166035601,American Express Company,1997,1,HOLD
4674000000,1997,9.847238542890713,3.8666666666666627,15.435910101259577,0,0,-5.049469852729326,-1.1930395093424604,-1.815927949014509,0.01365318896019111,2.0141987829614605,1.8235294117647058,2.0141987829614605,0.094662638469285,50,-1.099507019239466,3.8666666666666627,-2.6990715724675614,0,0,-5.049469852729326,-1.1930395093424604,-1.2734254583851268,0,0,4.759562573515552,1,493000000,4424000000,250000000,690000000,0.36,94.65126230209671,10.547710740265297,5.348737697903295,0.07702182284980744,-17.003367003366996,10.379241516966076,-12.195121951219512,0.4561976722494734,-3.4123362632599665,0,AXP,1997-12-31,120003000000,9574000000,14.762516046213095,2.3074737123214533,1.376494806400796,1.039190117889401,0.05149362857739711,0.123791335807784,-1.8431021156965837,American Express Company,1997,1,HOLD
4521000000,1998,8.573487031700289,-3.2734274711168188,16.460587326120546,0,0,-1.7887705596744503,-1.1814499104024332,-0.5357318037198571,-0.12883575214326237,3.1608695652173915,2.9195652173913045,3.1608695652173915,0.07634112792297111,50,-1.273751511190424,-3.2734274711168188,-0.17424449195095804,0,0,-1.7887705596744503,-1.1814499104024332,0.011589598940027201,1,0,1.309190277449912,0,460000000,4295000000,226000000,614000000,0.33,95.00110595001105,10.174740101747402,4.99889404998894,0.07299270072992702,1.3215859030837107,8.21365583270346,3.125,-0.3158969318333362,-0.7282378041123501,0,AXP,1998-03-31,120303000000,9425000000,13.581066135810662,2.49724196237581,-0.9732872902583747,-0.0261872552850555,0.04880636604774537,0.10082487258091953,-0.47384453781512625,American Express Company,1998,1,HOLD
4761000000,1998,7.666214382632286,5.308560053085598,17.729970326409507,0,0,0.9280230000823639,3.222126470784591,0.3240402274454439,-0.08029314545458571,4.271626297577854,3.6920415224913494,4.271626297577854,0.13568246253543945,50,-0.9072726490680028,5.308560053085598,0.3664788621224213,1,0,0.9280230000823639,3.222126470784591,4.403576381187024,1,0,-1.6809666262697975,0,578000000,4511000000,250000000,800000000,0.42,94.74900231043898,12.140306658265072,5.250997689561017,0.08821676118462507,11.153846153846159,7.815487571701718,13.513513513513509,0.1311823194846653,0.3809217645518199,1,AXP,1998-06-30,120986000000,9297000000,16.803192606595253,2.389951865335121,1.0761896392362047,0.9632542349218483,0.06217059266430031,0.10635535567785649,1.8209918563900884,American Express Company,1998,1,HOLD
4787000000,1998,6.377777777777771,0.5461037597143559,18.022682445759376,0,0,0.7354826729800621,-0.11215437805963546,0.3575604403228052,-0.06734758134495424,1.5452961672473868,1.2944250871080138,1.5452961672473868,0.16234498308906425,50,-1.2884366048545148,0.5461037597143559,-0.3811639557865121,0,0,0.7354826729800621,-0.11215437805963546,-3.3342808488442266,0,0,-4.568967784352408,0,574000000,4531000000,256000000,799000000,0.42,94.65218299561312,11.990808439523711,5.347817004386881,0.08773762272822226,9.541984732824439,6.386475698520777,10.526315789473673,0.007738551168671393,0.3463639950792672,1,AXP,1998-09-30,120914000000,9403000000,16.691038228535618,1.2843328969937886,1.3803873409616525,0.6988952245335742,0.061044347548654676,0.1026121696028834,1.7688507565537286,American Express Company,1998,1,HOLD
5063000000,1998,8.322635857937533,5.765615207854613,18.989424206815507,0,1,-0.6799562990276318,-2.6084784813501543,0.047734612352463124,0.007904888253402543,-0.7490566037735849,-1.2622641509433963,-0.7490566037735849,-0.6851385390428212,50,1.9448580801597615,5.765615207854613,3.2332946850142763,1,0,-0.6799562990276318,-2.6084784813501543,-2.496324103290519,0,0,-1.5246026849531802,0,530000000,4796000000,267000000,713000000,0.39,94.72644677068931,10.468101915860162,5.273553229310686,0.07702942919217856,7.5050709939147975,8.408679927667272,8.333333333333348,0.07518446859259598,-0.07960882440513473,0,AXP,1998-12-31,126933000000,10198000000,14.082559747185464,0.5313821408420694,-5.729426151756957,-3.4919450876651013,0.05197097470092175,0.08957247352941951,0.40051413881748166,American Express Company,1998,1,HOLD
4971000000,1999,9.95355009953549,-1.8171044835078032,19.38040345821326,0,1,2.3312251536683153,1.8297315422935139,0.9957047340093164,0.015904883683038527,2.7217391304347824,2.347826086956522,2.7217391304347824,0.13738019169329074,50,1.6309142415979583,-1.8171044835078032,-0.3139438385618032,0,1,2.3312251536683153,1.8297315422935139,4.438210023643668,1,1,1.3800630678352022,0,575000000,4737000000,234000000,791000000,0.43,95.29269764634883,11.567089116877892,4.707302353651177,0.08650170991752162,25.0,10.29103608847497,30.303030303030297,0.2915916963377754,1.39234901513049,1,AXP,1999-03-31,128297000000,9785000000,15.912291289478977,-0.02430523549556085,0.542454593993865,0.66411121101814,0.05876341338783853,0.07993030761580973,2.8961889250814354,American Express Company,1999,1,HOLD
5298000000,1999,11.279143037177054,6.578153289076649,19.810040705563093,0,1,0.08997462632282804,0.9808759434391039,0.40043714823909315,0.12578577607731317,4.478328173374613,4.255417956656347,4.478328173374613,0.04977531973729692,50,1.325592937641563,6.578153289076649,-0.30532130395639534,0,1,0.08997462632282804,0.9808759434391039,-0.84885559885441,0,0,3.612928654544768,1,646000000,5043000000,255000000,895000000,0.48,95.18686296715741,12.193280483201207,4.813137032842582,0.09060022650056625,11.764705882352944,11.793393925958773,14.28571428571428,0.4378606567184278,0.05297382493613512,1,AXP,1999-06-30,132452000000,9762000000,16.89316723291808,0.5690429762030931,1.017997626405192,0.43389558948795504,0.06617496414669125,0.10599903655559387,1.052828212290503,American Express Company,1999,1,HOLD
5311000000,1999,10.946312930854397,0.24537561343902503,18.02222222222223,0,0,0.3867249045843195,0.184595900201856,0.5458115505532515,0.2054880013751689,2.625,2.3117283950617282,2.625,0.11934156378600823,50,-0.33283010632265686,0.24537561343902503,-1.6584230439642198,0,0,0.3867249045843195,0.184595900201856,-0.7962800432372479,0,0,4.568535153076626,1,648000000,5049000000,262000000,907000000,0.48,95.06684240256072,12.201092073055921,4.933157597439277,0.09037845980041423,12.891986062717775,11.432354888545571,14.28571428571428,0.4146594069476066,0.21028363353221025,1,AXP,1999-09-30,132616000000,9744000000,17.077763133119937,0.422397958116278,1.1222075775643816,0.5566476286114774,0.0665024630541872,0.11858610408503441,1.2348355291442552,American Express Company,1999,1,HOLD
5698000000,1999,12.541971163341902,7.286763321408407,21.9084296106119,0,1,0.7472050825793666,-2.247998303355107,0.8058742981099059,0.14572274032189217,2.0231023102310233,1.599009900990099,2.0231023102310233,0.2096247960848287,50,1.595658232487505,7.286763321408407,1.928488338810162,1,0,0.7472050825793666,-2.247998303355107,-2.432594203556963,0,0,4.219335305404369,1,606000000,5397000000,301000000,845000000,0.46,94.71744471744472,10.635310635310635,5.282555282555283,0.08073008073008073,14.33962264150943,12.531276063386155,17.948717948717952,-0.00900205324458625,0.167208719450473,1,AXP,1999-12-31,148517000000,10095000000,14.82976482976483,0.06618241534800973,0.0672487835517348,0.08759989504533827,0.06002971768202079,0.10672182004796123,1.476109595697452,American Express Company,1999,1,HOLD
5657000000,2000,13.80004023335346,-0.7195507195507211,25.12718425127185,0,1,0.3507456558984341,1.4332721156125814,0.5217860385691182,0.0697709931548637,4.1310975609756095,3.864329268292683,4.1310975609756095,0.06457564575645756,50,1.2580690700115582,-0.7195507195507211,-0.33758916247594684,0,1,0.3507456558984341,1.4332721156125814,3.6812704189676886,1,0,3.8464901338179693,1,656000000,5358000000,299000000,920000000,0.49,94.71451299275235,11.596252430616936,5.285487007247658,0.08661834894820576,14.086956521739125,13.109563014566184,13.953488372093027,-0.5781846535964803,0.029163313739044128,1,AXP,2000-03-31,150662000000,10253000000,16.26303694537741,-0.28659295725870493,2.6819708095667494,1.4215123288695342,0.0639812737735297,0.0750104972854518,1.1817697640732285,American Express Company,2000,1,HOLD
5970000000,2000,12.68403171007928,5.532968004242522,25.393824826717083,0,0,0.6277707905325052,1.257901078073175,0.42408699003160777,0.15449799123994207,4.552702702702702,4.293243243243243,4.552702702702702,0.05699020480854853,50,-1.1160085232741803,5.532968004242522,-2.3740775932857385,0,0,0.6277707905325052,1.257901078073175,-0.17537103753940642,0,0,1.404888672902226,0,740000000,5625000000,345000000,1046000000,0.56,94.22110552763819,12.39530988274707,5.778894472361809,0.09380234505862647,14.55108359133126,11.540749553836992,16.666666666666675,-0.9657574395192228,0.20202939954586263,1,AXP,2000-06-30,148553000000,10509000000,17.520938023450586,-0.527896782800795,0.7177454168553332,0.25500322448199775,0.07041583404700734,0.10450471987767995,1.3301376695929763,American Express Company,2000,1,HOLD
5981000000,2000,12.615326680474492,0.1842546063651529,24.942552747023193,0,0,0.12671772292420513,-0.31645716740644403,-0.07751822194418168,0.16845527350114115,0.2618724559023066,-0.18995929443690637,0.2618724559023066,1.7253886010362693,50,-0.06870502960478753,0.1842546063651529,1.0473034936693928,1,0,0.12671772292420513,-0.31645716740644403,-1.574358245479619,0,0,1.6690137496200954,0,737000000,5629000000,352000000,1029000000,0.56,94.1146965390403,12.322354121384384,5.8853034609597055,0.09362982778799533,13.734567901234573,11.487423252129126,16.666666666666675,-0.9521458635204283,0.12126204832846277,1,AXP,2000-09-30,153626000000,11213000000,17.204480856044142,-0.5374864565728217,0.5134426275085247,0.331545681860673,0.06572728083474538,0.11351426454804811,1.0662377198900752,American Express Company,2000,1,HOLD
6066000000,2000,6.4584064584064516,1.421167028924919,19.810389097373093,0,0,0.2213396872150586,-2.1533763390642537,-0.20872322318325143,0.009174710650819649,0.11964549483013294,-0.2038404726735598,0.11964549483013294,2.7037037037037037,50,-6.156920222068041,1.421167028924919,-6.088215192463253,0,0,0.2213396872150586,-2.1533763390642537,-1.8369191716578097,0,0,-6.08356470493545,0,677000000,5709000000,357000000,913000000,0.51,94.11473788328387,11.160567095285197,5.885262116716122,0.08407517309594462,11.71617161716172,5.780989438576989,10.869565217391308,-0.6027068341608555,0.5252564599745622,1,AXP,2000-12-31,154423000000,11684000000,15.051104516979889,-0.6117088874054417,0.9685447697944252,0.6924651794250352,0.0579424854501883,0.0869788307794952,1.2460252122459503,American Express Company,2000,1,HOLD
5719000000,2001,1.095987272405874,-5.720408836135837,15.04727419030376,0,0,-3.3062263141481765,-2.0942938857506537,-1.9013035726053946,-0.19966633450339435,3.2434944237918217,2.9182156133828996,3.2434944237918217,0.10028653295128939,50,-5.362419186000578,-5.720408836135837,0.7945010360674631,1,0,-3.3062263141481765,-2.0942938857506537,0.05908245331360007,1,0,-12.704052960947585,0,538000000,5358000000,361000000,741000000,0.41,93.68770764119601,9.407239027802063,6.312292358803987,0.0716908550445882,-17.987804878048784,0.0,-16.326530612244905,-1.0268053515563338,-2.1890134028148722,0,AXP,2001-03-31,146218000000,11964000000,12.956810631229235,-1.604990005152814,-2.9554806582497424,-2.159850089075828,0.04496823804747575,0.10086350115654434,-17.752507012622644,American Express Company,2001,1,HOLD
5268000000,2001,-11.758793969849247,-7.8859940549047,-0.5662514156285381,0,0,-14.616610005227352,-10.052482613006001,-5.528106659526003,-0.5448645066334409,16.48314606741573,15.4438202247191,16.48314606741573,0.06305385139740968,50,-12.854781242255122,-7.8859940549047,-7.492362056254544,0,0,-14.616610005227352,-10.052482613006001,-7.958188727255347,0,0,-24.442825679928525,0,178000000,4856000000,412000000,153000000,0.13,92.17919514047077,3.378891419893698,7.820804859529233,0.024677296886864087,-75.94594594594595,-13.671111111111111,-76.78571428571429,-2.0419103871674196,-9.016418462853371,0,AXP,2001-06-30,152190000000,11761000000,2.9043280182232345,-3.0076678266866423,-13.988839214694847,-8.814389063307509,0.015134767451747305,0.3044605989582916,7.260340572960076,American Express Company,2001,1,HOLD
5724000000,2001,-4.2969403109847875,8.65603644646924,7.7763133119939765,0,1,-11.019994482878523,3.2801583549423845,-4.135698315728382,-0.6880667321714029,1.587248322147651,0.889261744966443,1.587248322147651,0.4397463002114165,50,7.4618536588644595,8.65603644646924,20.31663490111958,1,0,-11.019994482878523,3.2801583549423845,13.332640967948386,1,0,-16.91226699145928,0,298000000,5339000000,385000000,354000000,0.23,93.27393431167016,5.206149545772187,6.7260656883298395,0.04018169112508735,-59.565807327001366,-5.151891987919699,-58.92857142857143,-0.840762227370135,-7.116204575612197,0,AXP,2001-09-30,145557000000,12228000000,6.184486373165619,-1.7929080908905632,-10.893276759954318,-6.994942527283734,0.024370297677461565,0.37601838156989664,15.266134246917213,American Express Company,2001,1,HOLD
5871000000,2001,-3.214638971315531,2.5681341719077544,3.036153036153033,0,1,-9.123664557858785,-0.257046414044515,-3.326856337658191,-0.7977749182129745,0.5791245791245792,-0.4006734006734007,0.5791245791245792,1.691860465116279,50,1.0823013396692565,2.5681341719077544,-6.379552319195203,0,1,-9.123664557858785,-0.257046414044515,-3.5372047689868995,0,0,-9.673045429721983,0,297000000,5529000000,342000000,348000000,0.22,94.1747572815534,5.0587634133878385,5.825242718446602,0.037472321580650655,-56.12998522895125,-3.152916447714138,-56.86274509803921,0.06001939826953162,-6.1018036818973584,0,AXP,2001-12-31,151100000000,12037000000,5.927439959121104,-0.5426874358913238,-8.902324870643726,-5.576547221922796,0.024673922073606382,0.4370150740340238,19.250652961496325,American Express Company,2001,1,HOLD
5759000000,2002,0.6994229760447723,-1.9076818259240347,1.803075835248369,0,1,1.9416092333305848,8.970979905438716,0.4491545866089659,-0.5744156888734484,2.325242718446602,2.0080906148867315,2.325242718446602,0.13639526791927628,50,3.9140619473603033,-1.9076818259240347,2.831760607691047,1,0,1.9416092333305848,8.970979905438716,9.22802631948323,1,0,-0.3965642963611016,0,618000000,5488000000,271000000,858000000,0.47,95.29432193089077,10.731029692654975,4.70567806910922,0.08161139086646986,14.869888475836435,2.4262784621127187,14.634146341463406,1.606614289694761,1.3237906648529112,1,AXP,2002-03-31,146783000000,12495000000,14.89841986455982,0.5798089381384273,-1.3646170808175917,-0.865222737961961,0.049459783913565425,0.4351721115303218,22.574999999999708,American Express Company,2002,1,HOLD
5945000000,2002,12.85117691723614,3.229727383226244,-0.41876046901172526,0,1,13.260516388841525,1.2664245425049394,3.6257256626507033,-0.2314377650886253,5.002928257686676,4.745241581259151,5.002928257686676,0.05150717003219198,50,12.151753941191368,3.229727383226244,8.237691993831064,1,0,13.260516388841525,1.2664245425049394,-7.704555362933776,0,1,24.60997088708539,1,683000000,5668000000,277000000,961000000,0.52,95.34062237174096,11.488645920941968,4.659377628259041,0.08746846089150546,283.70786516853934,16.721581548599662,300.0,3.1614272312701956,8.10975450104827,1,AXP,2002-06-30,145897000000,13290000000,16.16484440706476,1.119516844102776,-1.3560936163858273,-0.9066639618051013,0.05139202407825432,0.4261605204284555,41.09386856662902,American Express Company,2002,1,HOLD
5907000000,2002,3.197064989517817,-0.6391925988225355,-1.2372512957699366,0,0,10.05048907968693,0.0701310457877895,2.4778364505969543,0.08790576317641922,-0.31149927219796214,-0.6171761280931587,-0.31149927219796214,-0.9813084112149533,50,-9.654111927718322,-0.6391925988225355,-21.80586586890969,0,0,10.05048907968693,0.0701310457877895,-1.19629349671715,0,1,7.494005300502605,1,687000000,5643000000,264000000,959000000,0.52,95.53072625698324,11.630269172168614,4.4692737430167595,0.08803114948366346,130.53691275167787,5.693950177935947,126.08695652173911,2.2567919453130827,6.424119626396426,1,AXP,2002-09-30,145333000000,13978000000,16.23497545285255,1.4160297179429477,-0.9695054031915937,-0.6920849492157704,0.049148662183431106,0.41707971562630336,53.45651569880527,American Express Company,2002,1,HOLD
6196000000,2002,5.535683869868846,4.892500423226687,2.1430926475436873,0,1,9.38889315901963,-0.918642334711814,2.460102201412178,0.3643660202172895,5.906295754026354,5.777452415812592,5.906295754026354,0.02181457610312345,50,2.338618880351029,4.892500423226687,11.99273080806935,1,0,9.38889315901963,-0.918642334711814,-0.9887733804996035,0,1,8.750322841184378,1,683000000,5926000000,270000000,949000000,0.53,95.64234990316332,11.023240800516461,4.357650096836669,0.08553905745642351,129.96632996632997,7.180321938867795,140.9090909090909,1.4675926216099242,5.964477387128623,1,AXP,2002-12-31,157253000000,13861000000,15.316333118140735,1.5276120198794558,0.265228601160846,-0.13732629476873548,0.04927494408772816,0.41796565824499105,31.197798408488065,American Express Company,2002,1,HOLD
6023000000,2003,4.584129189095321,-2.7921239509360873,5.31561461794019,0,0,1.638189798398841,1.220276544817926,-0.02736299580604129,0.5217135691330952,-1.8526011560693643,-2.092485549132948,-1.8526011560693643,-0.1294851794071763,50,-0.9515546807735253,-2.7921239509360873,-3.290173561124554,0,0,1.638189798398841,1.220276544817926,2.13891887952974,1,0,3.8847062130505483,1,692000000,5793000000,230000000,996000000,0.53,96.18130499750954,11.489291050971277,3.8186950024904536,0.08799601527478002,11.97411003236246,5.5575801749271125,12.765957446808528,0.8869830666187681,0.758261358316302,1,AXP,2003-03-31,153471000000,14069000000,16.53660966295866,2.493597356313529,3.5797990317294257,2.0820520231692132,0.04918615395550501,0.42384553684600257,3.5086088154270034,American Express Company,2003,1,HOLD
6356000000,2003,6.913372582001687,5.528806242736173,20.652999240698566,0,1,1.0944381605878526,0.7226729046939511,0.11887101199239769,0.3776623020025897,1.4068241469816274,1.2086614173228347,1.4068241469816274,0.14085820895522388,50,2.329243392906366,5.528806242736173,3.2807980736798914,1,0,1.0944381605878526,0.7226729046939511,-0.49760364012397496,0,0,-5.937804335234453,0,762000000,6125000000,231000000,1097000000,0.59,96.36563876651982,11.98867212083071,3.634361233480176,0.09282567652611705,11.566617862371897,8.062808750882144,13.461538461538458,1.0250163947788593,0.5000261998887421,1,AXP,2003-06-30,159043000000,14492000000,17.259282567652612,4.186443626049055,14.354954549429378,8.609780700937012,0.052580734198178304,0.312915378305994,2.047036364695128,American Express Company,2003,1,HOLD
6419000000,2003,8.667682410699173,0.9911894273127775,12.141858839972052,0,1,0.3408151687395993,-0.6834919460604638,0.2755618234499462,0.23776896591593208,2.1948051948051948,1.6792207792207792,2.1948051948051948,0.23491124260355029,50,1.7543098286974868,0.9911894273127775,-0.5749335642088793,0,1,0.3408151687395993,-0.6834919460604638,-1.4061648507544149,0,0,5.470617421181356,1,770000000,6180000000,239000000,1064000000,0.6,96.27667861037544,11.995637949836423,3.7233213896245525,0.09347250350521888,12.081513828238721,9.516214779372678,15.384615384615374,0.7459523533921981,0.3653687776678094,1,AXP,2003-09-30,163963000000,14835000000,16.575790621592148,3.002744298705281,10.391304248426529,6.789488404064236,0.05190428041793057,0.2314034566510657,1.2631871578467146,American Express Company,2003,1,HOLD
7068000000,2003,14.073595868302125,10.110609129147852,20.388349514563096,0,1,0.10528544439463694,-1.1541720590567763,0.05194825911206369,0.01798953210402777,1.3866317169069462,0.9842726081258192,1.3866317169069462,0.29017013232514177,50,5.405913457602951,10.110609129147852,3.6516036289054643,1,0,0.10528544439463694,-1.1541720590567763,-0.4706801129963125,0,0,8.537911998433279,1,763000000,6863000000,205000000,1090000000,0.6,97.0996038483305,10.79513299377476,2.9003961516694963,0.08488964346349745,11.71303074670571,15.811677354033083,13.207547169811317,1.4572539451671815,-0.22810780674170061,0,AXP,2003-12-31,175001000000,15323000000,15.421618562535372,2.9248465667771057,9.494178603414268,5.736369580386922,0.049794426678848785,0.07525095279312935,1.055717752148568,American Express Company,2003,1,HOLD
